Id,Fecha,Anio,Mes,Día,Rol,Victima,Sexo,Edad,Gravedad,Rango_Etario,Sentencia,Cantidad_Víctimas,Hora,Parte_Horaria,Lugar_del_Hecho,Tipo_de_Calle,Calle,Cruce,Dirección_Normalizada,Comuna,Pos X,Pos Y,Participantes,Víctima,Acusado
2019-0083,2019-09-26,2019,9,26,CONDUCTOR,AUTO,MASCULINO,73,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,08:00:00,8,MONTE Y CORVALAN,CALLE,MONTE,SI,MONTE Y SI,9,-58.48457413,-34.65839090,AUTO-AUTO,AUTO,AUTO
2019-0084,2019-09-27,2019,9,27,CICLISTA,BICICLETA,FEMENINO,40,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,11:45:00,11,TANDIL Y LA FUENTE,CALLE,TANDIL,SI,TANDIL Y SI,7,-58.46572884,-34.63628186,BICICLETA-CARGAS,BICICLETA,CARGAS
2019-0085,2019-10-09,2019,10,9,CICLISTA,BICICLETA,MASCULINO,20,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,22:18:00,22,CARDOSO Y BACACAY,CALLE,CARDOSO,SI,CARDOSO Y SI,10,-58.49261744,-34.63419130,BICICLETA-TREN,BICICLETA,TREN
2019-0086,2019-10-15,2019,10,15,CONDUCTOR,MOTO,MASCULINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,14:10:00,14,CORRIENTES AV. 6700,AVENIDA,AV. CORRIENTES,NO,AV. CORRIENTES Y NO,15,-58.45283186,-34.58841560,MOTO-PASAJEROS,MOTO,PASAJEROS
2019-0087,2019-10-21,2019,10,21,CONDUCTOR,MOTO,MASCULINO,41,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,21:00:00,21,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,AV. ALVAREZ THOMAS,SI,AV. ALVAREZ THOMAS Y SI,12,-58.47973681,-34.57418656,MOTO-MOTO,MOTO,MOTO
"2019-0088,2019-10-22,2019,10,22,PEATON,PEATON,MASCULINO,27,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,20:00:00,20,""ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO"",AVENIDA,AV. AMANCIO ALCORTA,SI,AV. AMANCIO ALCORTA Y SI,4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS"
"2019-0089,2019-10-23,2019,10,23,PEATON,PEATON,FEMENINO,92,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,15:45:00,15,""BROWN, ALTE. AV. Y BLANES, JUAN MANUEL"",AVENIDA,AV. ALTE. BROWN,SI,AV. ALTE. BROWN Y SI,4,-58.36244648,-34.63107887,PEATON-CARGAS,PEATON,CARGAS"
"2019-0090,2019-10-24,2019,10,24,PEATON,PEATON,MASCULINO,67,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,18:26:00,18,""ALBERDI, JUAN BAUTISTA AV. 5455"",AVENIDA,AV. JUAN BAUTISTA ALBERDI,NO,AV. JUAN BAUTISTA ALBERDI Y NO,9,-58.49962423,-34.64868027,PEATON-MOTO,PEATON,MOTO"
"2019-0091,2019-11-01,2019,11,1,PEATON,PEATON,MASCULINO,35,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,20:50:00,20,""JUSTO, JUAN B. AV. Y CAMARGO"",AVENIDA,AV. JUAN B. JUSTO,SI,AV. JUAN B. JUSTO Y SI,15,-58.44551437,-34.59559816,PEATON-PASAJEROS,PEATON,PASAJEROS"
"2019-0092,2019-11-03,2019,11,3,PEATON,PEATON,MASCULINO,37,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,10:30:00,10,""BRIN, MINISTRO Y SUAREZ"",CALLE,MINISTRO BRIN,SI,MINISTRO BRIN Y SI,4,-58.35608181,-34.63420319,PEATON-PASAJEROS,PEATON,PASAJEROS"
"2019-0093,2019-11-13,2019,11,13,CICLISTA,BICICLETA,MASCULINO,16,FATAL,ADOLESCENTE,HOMOCIDIO CULPOSO,1,11:50:00,11,""NIZA Y JUSTO, JUAN B. AV."",AVENIDA,NIZA,SI,NIZA Y SI,11,-58.46483679,-34.60907662,BICICLETA-OTRO,BICICLETA,OTRO"
2019-0094,2019-11-18,2019,11,18,PASAJERO,MOTO,FEMENINO,50,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,14:00:00,14,CAMARGO Y SERRANO,CALLE,CAMARGO,SI,CAMARGO Y SI,15,-58.44368628,-34.59724326,MOTO-OTRO,MOTO,OTRO
2019-0095,2019-11-20,2019,11,20,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,15:30:00,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI Y NO,1,-58.37864583,-34.62907067,MOTO-CARGAS,MOTO,CARGAS
2019-0096,2019-11-22,2019,11,22,PEATON,PEATON,MASCULINO,73,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,19:33:00,19,CASEROS AV. Y PIEDRAS,AVENIDA,AV. CASEROS,SI,AV. CASEROS Y SI,1,-58.37560352,-34.62726382,PEATON-PASAJEROS,PEATON,PASAJEROS
"2019-0097,2019-11-25,2019,11,25,PASAJERO,MOTO,FEMENINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,08:50:00,8,""AUTOPISTA PERITO MORENO KM 5,6"",AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO Y NO,9,-58.47721439,-34.64815069,MULTIPLE,MOTO,MULTIPLE"
2019-0098,2019-11-25,2019,11,25,PASAJERO,PASAJEROS,FEMENINO,61,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,14:00:00,14,GUZMAN 365,AVENIDA,GUZMAN,NO,GUZMAN Y NO,15,-58.45134029,-34.58984288,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS
2019-0100,2019-12-05,2019,12,5,CONDUCTOR,MOTO,MASCULINO,38,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,17:30:00,17,de los constituyentes av. 4300,AVENIDA,AV. DE LOS CONSTITUYENTES,NO,AV. DE LOS CONSTITUYENTES Y NO,12,-58.49040794,-34.58368803,MOTO-AUTO,MOTO,AUTO
"2019-0101,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,04:20:00,4,""MORENO, PERITO AV. Y TILCARA AV."",AVENIDA,AV. PERITO MORENO,SI,AV. PERITO MORENO Y SI,4,-58.42102679,-34.64991178,MOTO-MOTO,MOTO,MOTO"
"2019-0102,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,18,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,14:30:00,14,""IBARROLA Y GORDILLO, TIMOTEO"",CALLE,IBARROLA,SI,IBARROLA Y SI,9,-58.52219407,-34.64143926,MOTO-AUTO,MOTO,AUTO"
"2019-0103,2019-12-18,2019,12,18,CONDUCTOR,MOTO,MASCULINO,24,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,09:00:00,9.0,""PAZ, GRAL. AV. Y GRIVEO"",AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,11,-58.52169422,-34.59471640,MOTO-MOTO,MOTO,MOTO"
2019-0104,2019-12-21,2019,12,21,PASAJERO,MOTO,FEMENINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,04:25:00,4,RIVADAVIA AV. Y PERGAMINO,AVENIDA,AV. RIVADAVIA,SI,AV. RIVADAVIA Y SI,10,-58.47460416,-34.63206174,MOTO-AUTO,MOTO,AUTO
2020-0001,2020-01-04,2020,1,4,PEATON,PEATON,FEMENINO,87,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,10:40:00,10,URIARTE Y LOYOLA,CALLE,URIARTE,SI,URIARTE Y SI,15,-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO
2020-0002,2020-01-05,2020,1,5,CONDUCTOR,MOTO,MASCULINO,36,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,20:00:00,20,SARAZA Y VARELA AV.,AVENIDA,SARAZA,SI,SARAZA Y SI,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0003,2020-01-11,2020,1,11,PEATON,PEATON,MASCULINO,44,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,06:00:00,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,AV. RIVADAVIA,SI,AV. RIVADAVIA Y SI,3,-58.39337644,-34.60927582,PEATON-AUTO,PEATON,AUTO
2020-0004,2020-01-14,2020,1,14,PEATON,PEATON,MASCULINO,82,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,21:40:00,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,RODRIGUEZ PE?A,SI,RODRIGUEZ PE?A Y SI,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0005,2020-01-14,2020,1,14,CONDUCTOR,MOTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:00:00,6,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,24 DE NOVIEMBRE,SI,24 DE NOVIEMBRE Y SI,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0006,2020-01-20,2020,1,20,CONDUCTOR,MOTO,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,12:55:00,12,LAFUENTE AV. 2250,AVENIDA,AV. LAFUENTE,NO,AV. LAFUENTE Y NO,8,-58.44925765,-34.65412546,MOTO-CARGAS,MOTO,CARGAS
2020-0007,2020-01-27,2020,1,27,PEATON,PEATON,MASCULINO,52,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,00:37:00,0,CHILE Y LIMA ,CALLE,CHILE,SI,CHILE Y SI,1,-58.38156850,-34.61648696,PEATON-MOTO,PEATON,MOTO
2020-0008,2020-01-30,2020,1,30,CONDUCTOR,MOTO,MASCULINO,49,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,07:10:00,7,CORDOBA AV. Y JEAN JAURES,AVENIDA,AV. CORDOBA,SI,AV. CORDOBA Y SI,2,-58.40662899,-34.59804521,MOTO-CARGAS,MOTO,CARGAS
"2020-0009,2020-02-04,2020,2,4,PEATON,PEATON,MASCULINO,48,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,14:50:00,14,""PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO"",CALLE,TENIENTE GENERAL JUAN DOMINGO PERON,SI,TENIENTE GENERAL JUAN DOMINGO PERON Y SI,5,-58.41985649,-34.60600850,PEATON-AUTO,PEATON,AUTO"
2020-0010,2020-02-08,2020,2,8,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,05:45:00,5,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,AV. 9 DE JULIO,SI,AV. 9 DE JULIO Y SI,1,-58.38099833,-34.62214953,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0011,2020-02-12,2020,2,12,CONDUCTOR,MOTO,MASCULINO,31,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,11:29:00,11,COLOMBRES 466,CALLE,COLOMBRES,NO,COLOMBRES Y NO,5,-58.41803309,-34.61823178,MOTO-CARGAS,MOTO,CARGAS
2020-0012,2020-02-18,2020,2,18,PEATON,PEATON,FEMENINO,66,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,21:00:00,21,MEXICO 2860,CALLE,MEXICO,NO,MEXICO Y NO,3,-58.40604003,-34.61783553,PEATON-MOTO,PEATON,MOTO
2020-0013,2020-02-20,2020,2,20,PEATON,PEATON,FEMENINO,58,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,12:00:00,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,AV. COMBATIENTES DE MALVINAS,SI,AV. COMBATIENTES DE MALVINAS Y SI,15,-58.47549929,-34.57994061,PEATON-MOTO,PEATON,MOTO
2020-0014,2020-02-27,2020,2,27,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,02:14:00,2,BERMUDEZ Y NOGOYA,CALLE,BERMUDEZ,SI,BERMUDEZ Y SI,11,-58.51398484,-34.61600366,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0015,2020-02-28,2020,2,28,CONDUCTOR,MOTO,MASCULINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,14:30:00,14,BRASIL AV. Y PASEO COLON AV.,AVENIDA,AV. BRASIL,SI,AV. BRASIL Y SI,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,MOTO,PASAJEROS
"2020-0016,2020-02-29,2020,2,29,PEATON,PEATON,MASCULINO,68,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,13:00:00,13,""ALEM,LEANDRO N. AV. 770"",AVENIDA,AV. LEANDRO N. ALEM,NO,AV. LEANDRO N. ALEM Y NO,1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS"
2020-0017,2020-03-05,2020,3,5,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,23:00:00,23,BELGRANO AV. Y RINCON,AVENIDA,AV. BELGRANO,SI,AV. BELGRANO Y SI,3,-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO
"2020-0018,2020-03-09,2020,3,9,CONDUCTOR,MOTO,MASCULINO,31,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,14:00:00,14,""UDAONDO, GUILLERMO AV. 901"",AVENIDA,AV. GUILLERMO UDAONDO,NO,AV. GUILLERMO UDAONDO Y NO,13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO"
2020-0019,2020-03-10,2020,3,10,PEATON,PEATON,FEMENINO,80,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,21:00:00,21,CONSTITUCION Y CASTRO,CALLE,CONSTITUCION,SI,CONSTITUCION Y SI,5,-58.41972364,-34.62846670,PEATON-AUTO,PEATON,AUTO
"2020-0020,2020-03-13,2020,3,13,PEATON,PEATON,FEMENINO,74,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,17:30:00,17,""PUEYRREDON AV. Y GOMEZ, VALENTIN"",AVENIDA,AV. PUEYRREDON,SI,AV. PUEYRREDON Y SI,3,-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO"
"2020-0021,2020-03-14,2020,3,14,PEATON,PEATON,FEMENINO,87,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,16:50:00,16,""BRAVO, MARIO 1279"",CALLE,MARIO BRAVO,NO,MARIO BRAVO Y NO,2,-58.41451590,-34.59488319,PEATON-AUTO,PEATON,AUTO"
"2020-0022,2020-04-07,2020,4,7,PASAJERO,AUTO,MASCULINO,44,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,06:15:00,6,""DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV."",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TENIENTE GENERAL,SI,AUTOPISTA DELLEPIANE LUIS TENIENTE GENERAL Y SI,9,-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS"
"2020-0023,2020-04-09,2020,4,9,CONDUCTOR,AUTO,MASCULINO,44,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,18:42:00,18,""ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV."",AVENIDA,GENERAL GREGORIO ARAOZ DE LAMADRID,SI,GENERAL GREGORIO ARAOZ DE LAMADRID Y SI,4,-58.35791192,-34.63695178,AUTO-CARGAS,AUTO,CARGAS"
2020-0024,2020-04-24,2020,4,24,CONDUCTOR,AUTO,MASCULINO,53,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,07:58:00,7,MURGUIONDO 1339,CALLE,MURGUIONDO,NO,MURGUIONDO Y NO,9,-58.50801713,-34.65177305,AUTO-AUTO,AUTO,AUTO
2020-0025,2020-05-12,2020,5,12,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,05:35:00,5,RIVADAVIA AV. 2551,AVENIDA,AV. RIVADAVIA,NO,AV. RIVADAVIA Y NO,3,-58.40258477,-34.60975108,PEATON-AUTO,PEATON,AUTO
"2020-0026,2020-05-17,2020,5,17,CONDUCTOR,MOTO,MASCULINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:40:00,6,""LUGONES, LEOPOLDO AV. KM 6,1"",AUTOPISTA,AV. LEOPOLDO LUGONES,NO,AV. LEOPOLDO LUGONES Y NO,14,0,0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO"
"2020-0027,2020-05-18,2020,5,18,PEATON,PEATON,MASCULINO,76,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,08:00:00,8,""DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL"",AVENIDA,TENIENTE GENERAL LUIS DELLEPIANE,SI,TENIENTE GENERAL LUIS DELLEPIANE Y SI,8,-58.48267426,-34.68454456,PEATON-CARGAS,PEATON,CARGAS"
"2020-0028,2020-05-19,2020,5,19,PEATON,PEATON,MASCULINO,91,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,10:00:00,10,""SCALABRINI ORTIZ, RAUL AV. Y WARNES AV."",AVENIDA,AV. RAUL SCALABRINI ORTIZ,SI,AV. RAUL SCALABRINI ORTIZ Y SI,15,-58.44248936,-34.60221948,PEATON-PASAJEROS,PEATON,PASAJEROS"
"2020-0029,2020-06-10,2020,6,10,PEATON,PEATON,MASCULINO,80,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,14:00:00,14,""PAZ, GRAL. AV. y ROFFO, ANGEL H., DR."",AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,9,-58.52909134,-34.63886726,PEATON-PASAJEROS,PEATON,PASAJEROS"
2020-0030,2020-06-16,2020,6,16,CONDUCTOR,MOTO,MASCULINO,40,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,15:00:00,15,SAN MARTIN AV. 1550,AVENIDA,AV. SAN MARTIN,NO,AV. SAN MARTIN Y NO,6,-58.45158942,-34.60646580,MULTIPLE,MOTO,MULTIPLE
"2020-0031,2020-06-30,2020,6,30,CONDUCTOR,MOTO,MASCULINO,29,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,08:00:00,8,""GARZON, EUGENIO, GRAL. AV. y LARRAYA"",AVENIDA,AV. GENERAL EUGENIO GARZON,SI,AV. GENERAL EUGENIO GARZON Y SI,9,-58.49344309,-34.65788529,MOTO-CARGAS,MOTO,CARGAS"
2020-0032,2020-07-10,2020,7,10,CONDUCTOR,MOTO,MASCULINO,21,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,23:00:00,23,CORRIENTES AV. Y SERRANO,AVENIDA,AV. CORRIENTES,SI,AV. CORRIENTES Y SI,15,-58.44259166,-34.59635137,MOTO-AUTO,MOTO,AUTO
"2020-0033,2020-07-19,2020,7,19,CONDUCTOR,AUTO,MASCULINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,06:25:00,6,""PAZ, GRAL. AV. Y DEL LIBERTADOR AV."",AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO"
"2020-0034,2020-08-02,2020,8,2,PEATON,PEATON,FEMENINO,50,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,03:20:00,3,""MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR."",CALLE,BARTOLOME MITRE,SI,BARTOLOME MITRE Y SI,3,-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO"
"2020-0035,2020-08-04,2020,8,4,CONDUCTOR,MOTO,MASCULINO,40,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,05:30:00,5,""AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL."",AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO Y NO,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS"
"2020-0036,2020-08-07,2020,8,7,PEATON,PEATON,MASCULINO,72,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,18:40:00,18,""SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY"",AVENIDA,AV. RAUL SCALABRINI ORTIZ,SI,AV. RAUL SCALABRINI ORTIZ Y SI,14,-58.42016954,-34.58778790,PEATON-MOTO,PEATON,MOTO"
"2020-0037,2020-08-29,2020,8,29,PEATON,PEATON,MASCULINO,38,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,04:30:00,4,""FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV."",AVENIDA,AV. GENERAL F. FERNANDEZ DE LA CRUZ,SI,AV. GENERAL F. FERNANDEZ DE LA CRUZ Y SI,8,-58.43850413,-34.65554754,PEATON-AUTO,PEATON,AUTO"
"2020-0038,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,46,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,2,04:00:00,4,""LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV."",AVENIDA,AV. LAS HERAS GENERAL,SI,AV. LAS HERAS GENERAL Y SI,14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO"
"2020-0038,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,64,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,2,04:00:00,4,""LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV."",AVENIDA,AV. LAS HERAS GENERAL,SI,AV. LAS HERAS GENERAL Y SI,14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO"
2020-0039,2020-09-01,2020,9,1,PEATON,PEATON,MASCULINO,44,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,19:17:42,19,MURGUIONDO 2700,CALLE,MURGUIONDO,NO,MURGUIONDO Y NO,9,0,0,PEATON-CARGAS,PEATON,CARGAS
"2020-0040,2020-09-12,2020,9,12,CONDUCTOR,AUTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,03:30:00,3,""CASTILLO, RAMON S., PRES. AV. Y CALLE 12"",AVENIDA,AV. PRES. RAMON S. CASTILLO,SI,AV. PRES. RAMON S. CASTILLO Y SI,2,-58.38526125,-34.57805810,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO"
"2020-0041,2020-09-28,2020,9,28,CONDUCTOR,MOTO,MASCULINO,34,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,01:45:00,1,""CURAPALIGUE Y PERON, EVA AV."",AVENIDA,CURAPALIGUE,SI,CURAPALIGUE Y SI,7,-58.44750470,-34.63491705,MOTO-PASAJEROS,MOTO,PASAJEROS"
"2020-0042,2020-09-29,2020,9,29,PEATON,PEATON,FEMENINO,53,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,17:10:00,17,""DIAZ, ANA Y SOLDADO DE LA FRONTERA AV."",AVENIDA,ANA DIAZ,SI,ANA DIAZ Y SI,8,-58.46745752,-34.68192648,PEATON-PASAJEROS,PEATON,PASAJEROS"
"2020-0043,2020-09-30,2020,9,30,PEATON,PEATON,MASCULINO,64,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,17:20:00,17,""ALEM, LEANDRO N. AV. Y PARAGUAY"",AVENIDA,AV. LEANDRO N. ALEM,SI,AV. LEANDRO N. ALEM Y SI,1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS"
2020-0044,2020-10-05,2020,10,5,CONDUCTOR,AUTO,MASCULINO,43,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,00:20:00,0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,AV. LA PLATA,SI,AV. LA PLATA Y SI,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO
"2020-0045,2020-10-19,2020,10,19,CONDUCTOR,AUTO,MASCULINO,50,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,03:00:00,3,""PAZ, GRAL. AV. Y 27 DE FEBRERO AV."",AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,8,-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS"
"2020-0046,2020-10-27,2020,10,27,CONDUCTOR,MOTO,MASCULINO,41,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,21:00:00,21,""NAZCA AV. Y CARRANZA, ADOLFO P."",AVENIDA,AV. NAZCA,SI,AV. NAZCA Y SI,11,-58.48440160,-34.60776782,MOTO-MOTO,MOTO,MOTO"
2020-0047,2020-10-27,2020,10,27,PEATON,PEATON,MASCULINO,15,FATAL,ADOLESCENTE,HOMOCIDIO CULPOSO,1,14:00:00,14,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,SI,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA Y SI,9,-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS
2020-0048,2020-10-29,2020,10,29,CONDUCTOR,MOTO,MASCULINO,41,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,20:20:00,20,DORREGO AV. 614,AVENIDA,AV. DORREGO,NO,AV. DORREGO Y NO,15,-58.44958780,-34.59322448,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
"2020-0049,2020-10-30,2020,10,30,PEATON,PEATON,MASCULINO,36,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,20:00:00,20,""DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV."",AVENIDA,AV. DEL LIBERTADOR,SI,AV. DEL LIBERTADOR Y SI,1,-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO"
2020-0050,2020-11-01,2020,11,1,PEATON,PEATON,FEMENINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,22:00:00,22,SANTA FE AV. Y GODOY CRUZ,AVENIDA,AV. SANTA FE,SI,AV. SANTA FE Y SI,14,-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO
2020-0051,2020-11-05,2020,11,5,CONDUCTOR,MOTO,MASCULINO,49,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,00:40:00,0,AVELLANEDA AV. Y MERCEDES,AVENIDA,AV. AVELLANEDA,SI,AV. AVELLANEDA Y SI,10,-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO
